occupation,total_climbers,disabled_climbers,successful_climbs,solo_climbers,claimed_success,disputed_climbs
"Photographer, commercial",1,0,0,0,0,0
Photographer's assistant,1,0,0,0,0,0
Photographer for Shimethu broadcasting Co.,1,0,0,0,0,0
Photographer for Discovery TV channel,1,0,1,0,0,0
Photographer and teacher,1,0,0,0,0,0
Photographer and magazine reporter,1,0,0,0,0,0
Photographer (Pusan Daily News),1,0,0,0,0,0
Photographer & waiter,1,0,0,0,0,0
Photographer & television researcher,1,0,0,0,0,0
Photographer & student,1,0,1,0,0,0
Photographer & sports instructor,1,0,0,0,0,0
Photographer & sign writer,1,0,0,0,0,0
Photographer & sheet-metal fabricator,1,0,1,0,0,0
Photographer & musician,1,0,0,0,0,0
Photographer & motivational speaker,1,0,0,0,0,0
Photographer & manager of advertising firm,1,0,0,0,0,0
"Photographer & geographer, National Geographic Society",1,0,1,0,0,0
Photographer & film cameraman,1,0,1,0,0,0
Photographer & expedition leader,1,0,0,0,0,0
Photographer & entertainer,1,0,0,0,0,0
Photographer & driver,1,0,0,0,0,0
Photographer & dental surgeon,1,0,0,0,0,0
Photographer & computer systems analyst,1,0,0,0,0,0
Photographer & clothing company owner,1,0,0,0,0,0
Photographer & climbing-equipment designer,1,0,1,0,0,0
Photographer & book publisher,1,0,0,0,0,0
Photograper and climber,1,0,0,0,0,0
Photogragher,1,0,1,0,0,0
Photocopy shop employee,1,0,0,0,0,0
Photocopier,1,0,0,0,0,0
Photo-compositor in printing house,1,0,0,0,0,0
Photo studio staff member,1,0,1,0,0,0
"Photo journalist, publisher & alpine guide",1,0,0,0,0,0
Photo equipment technician,1,0,0,0,0,0
Photo designer & journalist,1,0,0,0,0,0
Phone company director,1,0,1,0,0,0
Philosopher,1,0,0,0,0,0
"Philatelist and publisher of stamp albums, postcards & maps",1,0,1,0,0,0
Philanthropist,1,0,0,0,0,0
Pharmcist,1,0,0,0,0,0
Pharmacy student,1,0,0,0,0,0
Pharmacy salesman,1,0,0,0,0,0
Pharmacy proprietor,1,0,0,0,0,0
Pharmacy cost controller,1,0,0,0,0,0
Pharmacy company owner,1,0,0,0,0,0
Pharmacy clerk,1,0,1,0,0,0
Pharmacological biologist,1,0,1,0,0,0
Pharmacist's assistant,1,0,0,0,0,0
Pharmacist with Kyodo Medication,1,0,0,0,0,0
Pharmacist at Kitasato University Hospital,1,0,0,0,0,0
Pharmacist (technical expert of Kubota Pharmacy),1,0,1,0,0,0
Pharmacist (technical expert of Japan Organon Co.),1,0,0,0,0,0
Pharmacist (technical expert of Daiichi Pharmaceutical Co.),1,0,0,0,0,0
Pharmacist (managing director of Midori Pharmacy Co.),1,0,0,0,0,0
Pharmacist (managing director of Fuji Pharmacy Co.),1,0,0,0,0,0
Pharmacist & writer,1,0,0,0,0,0
Pharmaceuticals salesman,1,0,1,0,0,0
Pharmaceuticals sales consultant,1,0,0,0,0,0
Pharmaceuticals company manager,1,0,1,0,0,0
Pharmaceutical technician,1,0,0,0,0,0
Pharmaceutical supplies saleswoman,1,0,0,0,0,0
Pharmaceutical researcher,1,0,0,0,0,0
Pharmaceutical drugs manufacturer,1,0,0,0,0,0
Pharmaceutical company salesman,1,0,0,0,0,0
Pharmaceutical company public relations specialist,1,0,1,0,0,0
Pharmaceutical company product manager,1,0,0,0,0,0
Pharmaceutical company owner,1,0,1,0,0,0
Pharmaceutical company administrator,1,0,0,0,0,0
Pharmaceutical chemist,1,0,0,0,0,0
Pharmaceutical business,1,0,0,0,0,0
Pharamcologist,1,0,0,0,0,0
Pharamcist,1,0,0,0,0,0
PhD student on marketing research,1,0,1,0,0,0
PhD student in sports psychology,1,0,1,0,0,0
PhD researcher,1,0,0,0,0,0
"PhD in physiology; on staff Presidency College, Calcutta University",1,0,0,0,0,0
PhD Student at Tribhuvan University,1,0,1,0,0,0
Pgm director for organizing outdoor activities for underprivileged,1,0,1,0,0,0
Petroleum research engineer,1,0,0,0,0,0
Petroleum refinery mechanic,1,0,0,0,0,0
Petroleum company manager,1,0,0,0,0,0
Petrol station manager,1,0,1,0,0,0
Petrol pump owner,1,0,1,0,0,0
Petrol pump attendant,1,0,0,0,0,0
Petrol pump (gas station) manager,1,0,0,0,0,0
Petrochemical engineer,1,0,0,0,0,0
Petro China manager,1,0,1,0,0,0
Pet-shop keeper,1,0,0,0,0,0
Pet product director,1,0,1,0,0,0
Pest controller,1,0,1,0,0,0
Personnel officer,1,0,0,0,0,0
Personnel manager in government's dept. of internal affairs,1,0,1,0,0,0
Personnel manager for publishing company,1,0,0,0,0,0
"Personnel executive, engineering company",1,0,1,0,0,0
Personnel departmental manager,1,0,0,0,0,0
Personnel counselor,1,0,0,0,0,0
Personnel advisor to Shell Oil Co.,1,0,0,0,0,0
Personal training for sales personnel,1,0,1,0,0,0
"Personal trainer, freelance writer, photographer",1,0,1,0,0,0
Personal trainer & freelance writer,1,0,0,0,0,0
Personal trainer & alpine guide,1,0,1,0,0,0
Personal manager,1,0,0,0,0,0
Personal computer support engineer,1,0,1,0,0,0
Personal assistant/secretary to Brice,1,0,1,0,0,0
Pensionist electrian,1,0,1,0,0,0
Pensioner (retired teacher),1,0,1,0,0,0
Pensioner (retired miner),1,0,0,0,0,0
Pensioner (former railrod mechanic),1,0,0,0,0,0
Pension owner & alpine guide,1,0,1,0,0,0
Pension fund advisor & real estate dealer,1,0,0,0,0,0
Pension (lodge) owner,1,0,0,0,0,0
Pediatrist,1,0,0,0,0,0
Pediatric physician working for the Indian Health Service,1,0,1,0,0,0
Pediatric neurosurgeon,1,0,1,0,0,0
Pediatric ICU Nurse,1,0,1,0,0,0
Pearl farmer,1,0,0,0,0,0
Peace advocate,1,0,1,0,0,0
"Peace Corps volunteer, high school teacher",1,0,1,0,0,0
Peace Corps Volunteer in Nepal past 2 years,1,0,0,0,0,0
Payroll officer,1,0,0,0,0,0
Pattern maker,1,0,0,0,0,0
"Patrolman, ski and national park ranger",1,0,0,0,0,0
Patissier,1,0,0,0,0,0
Pathology professor,1,0,0,0,0,0
Pathology lab worker,1,0,0,0,0,0
Pathologist and surgeon; assistant at Jikei University Hospital,1,0,0,0,0,0
Patent office official,1,0,0,0,0,0
Patent examier,1,0,0,0,0,0
Patent department member,1,0,0,0,0,0
Patent attorney trainee,1,0,1,0,0,0
Pastry cook,1,0,0,0,0,0
Pastry chef,1,0,1,0,0,0
Pastry Cook,1,0,0,0,0,0
Pastor & alpine guide,1,0,1,0,0,0
Pastor,1,0,1,0,0,0
Pasta factory manager,1,0,0,0,0,0
Partner with Voyer in their climbing & lecturing firm,1,0,0,0,0,0
Partner in executive-recruiting agency,1,0,0,0,0,0
Partner in automobile parts factory,1,0,0,0,0,0
Partner in Simonson's business organizing treks & expeditions,1,0,1,0,0,0
"Part-time mountaineering guide, part-time home builder",1,0,0,0,0,0
Part-time job worker,1,0,1,0,0,0
Part-time factory worker (Nissan),1,0,0,1,0,0
Part time rock climb instructor & part time social worker,1,0,0,0,0,0
Part time river guide,1,0,0,0,0,0
Part time researcher for Tokyo city government,1,0,0,0,0,0
Part owner of computer production company,1,0,0,0,0,0
Part owner of car-repair business,1,0,0,0,0,0
Parking lot owner,1,0,0,0,0,0
Park ranger & ski patroller,1,0,0,0,0,0
Park ranger & graduate student of physics,1,0,1,0,0,0
Park ranger & alpine guide,1,0,0,0,0,0
Park facility manager,1,0,0,0,0,0
Park assistant,1,0,0,0,0,0
Park administrator,1,0,0,0,0,0
Paribhraman,1,0,0,0,0,0
"Paratroops, serving at Aldershot (Lieutenant)",1,0,0,0,0,0
Paratroops (Royal Engineers),1,0,0,0,0,0
Parasailing and water sports instructor,1,0,1,0,0,0
Parapente-flying instructor,1,0,0,0,0,0
Parapente shopkeeper,1,0,0,0,0,0
Paramedical staff member with rank of Leading Medical Assistant,1,0,1,0,0,0
Paramedic/Physiotherapist,1,0,0,0,0,0
"Paramedic, mountain rescue",1,0,0,0,0,0
Paramedic on helicopter rescues,1,0,0,0,0,0
Paramedic and firefighter,1,0,1,0,0,0
Paramedic & firefighter,1,0,0,0,0,0
Paramedic & analyst,1,0,0,0,0,0
"Paragliding, kayaking instructor",1,0,1,0,0,0
Paragliding instructor and sales agent for paragliders,1,0,0,0,0,0
Paragliding and skiing instructor,1,0,0,0,0,0
Paragliding & sports instructor,1,0,0,0,0,0
Paraglider test pilot,1,0,0,0,0,0
Paraglider pilot,1,0,0,0,0,0
Para-rescuer,1,0,0,0,0,0
Para-athlete,1,1,1,0,0,0
Papermaker,1,0,0,0,0,0
Paperhanger (hangs wallpaper in house),1,0,0,0,0,0
Paper-box manufacturer,1,0,0,0,0,0
Paper mill worker,1,0,0,0,0,0
Paper manufacturing company director,1,0,1,0,0,0
Paper factory foreman,1,0,0,0,0,0
Paper factory,1,0,0,0,0,0
Paper exporter,1,0,1,0,0,0
Paints tall buildings,1,0,1,0,0,0
Paints smokestacks,1,0,0,0,0,0
"Painter, photographer & cook",1,0,0,0,0,0
Painter and writer,1,0,0,0,0,0
Painter and professor of fine arts,1,0,0,0,0,0
Painter and decorater,1,0,1,0,0,0
Painter & adventure traveller,1,0,1,0,0,0
Paint manufacturer,1,0,0,0,0,0
Paint factory worker,1,0,0,0,0,0
Paeditrician,1,0,0,0,0,0
Paedagogic teacher,1,0,1,0,0,0
Packaging worker,1,0,1,0,0,0
Packaging operator,1,0,0,0,0,0
Packaging designer,1,0,0,0,0,0
Pace-maker repair technician,1,0,0,0,0,0
PGA golf professional,1,0,1,0,0,0
P D producer,1,0,0,0,0,0
Owns tent manufacturing company,1,0,0,0,0,0
Owns shop selling sporting goods and camping equipment,1,0,1,0,0,0
Owns shop selling Indian-made items for climbers,1,0,0,0,0,0
Owns packaging materials business,1,0,1,0,0,0
Owns outdoor adventure business,1,0,1,0,0,0
Owns grocery shops,1,0,0,0,0,0
Owns factory making pipe joints,1,0,0,0,0,0
Owns event-organizing business,1,0,0,0,0,0
Owns computer software designing company,1,0,0,0,0,0
Owns company building artificial climbing walls,1,0,0,0,0,0
Owns cars-accessories,1,0,0,0,0,0
Owns business: electric engineer,1,0,0,0,0,0
Owns business that installs electric-power distribution lines,1,0,0,0,0,0
Owns business selling lumber,1,0,0,0,0,0
Owns business organizing expedition & running climbing school,1,0,1,0,0,0
Owns business exporting rope and construction company,1,0,0,0,0,0
Owns business doing work on tall buildings & trimming tall trees,1,0,0,0,0,0
Owns a guest house/lodge in Nagano,1,0,0,0,0,0
Owns a company running expeditions,1,0,0,0,0,0
Owns a climbing gym training business,1,0,0,0,0,0
Owners of motors sports team,1,0,0,0,0,0
Owners of manufacturing company producing rubber pipes,1,0,0,0,0,0
Owner/operator of adventure company,1,0,1,0,0,0
Owner/manager of road construction company,1,0,0,0,0,0
Owner-president of company installing housing electrical system,1,0,0,0,0,0
Owner-manager of souvenir factory and shops,1,0,0,0,0,0
Owner-manager of printing company,1,0,0,0,0,0
"Owner, wine shop",1,0,0,0,0,0
"Owner, watch shop",1,0,1,0,0,0
"Owner, trucking business",1,0,0,0,0,0
"Owner, transport company",1,0,0,0,0,0
"Owner, thread manufacturing company",1,0,0,0,0,0
"Owner, stainless-steel manufacturing company",1,0,0,0,0,0
"Owner, sports gym",1,0,0,0,0,0
"Owner, sporting-goods store",1,0,0,0,0,0
"Owner, sporting-goods mfg  & importing business",1,0,0,0,0,0
"Owner, small industrial enterprise",1,0,0,0,0,0
"Owner, ski-shop",1,0,0,0,0,0
"Owner, shop selling videos and other tapes",1,0,0,0,0,0
"Owner, shop selling textiles (cloths)",1,0,0,0,0,0
"Owner, shop selling sanity ware",1,0,0,0,0,0
"Owner, shop mechanical tools",1,0,1,0,0,0
"Owner, shoe manufacturing company",1,0,0,0,0,0
"Owner, public-relations firm",1,0,0,0,0,0
"Owner, parking lot",1,0,0,0,0,0
"Owner, paper manufacturing company",1,0,0,0,0,0
"Owner, nursery school",1,0,0,0,0,0
"Owner, musical instruments shop Nigata city",1,0,0,0,0,0
"Owner, mountaineering-equipment shop & alpine guide",1,0,0,0,0,0
"Owner, mountain hut",1,0,0,0,0,0
"Owner, mountain equipment shop & alpine guide",1,0,0,0,0,0
"Owner, mountain equipment sales company",1,0,1,0,0,0
"Owner, motorcar sales business",1,0,0,0,0,0
"Owner, motorcar repair business",1,0,0,0,0,0
"Owner, metal fabricating company",1,0,0,0,0,0
"Owner, medical clinic",1,0,0,0,0,0
"Owner, manufacturing equip shop",1,0,0,0,0,0
"Owner, laundry business",1,0,1,0,0,0
"Owner, jeans shop",1,0,0,0,0,0
"Owner, import wholesale company & journalist",1,0,0,0,0,0
"Owner, hotel",1,0,0,0,0,0
"Owner, home insulating business",1,0,0,0,0,0
"Owner, home construction company",1,0,0,0,0,0
"Owner, hardware shop",1,0,0,0,0,0
"Owner, fruit shop",1,0,0,0,0,0
"Owner, film-making company",1,0,0,0,0,0
"Owner, fast food business, jazz musician & sign painter",1,0,0,0,0,0
"Owner, farm",1,0,0,0,0,0
"Owner, export company",1,0,0,0,0,0
"Owner, electrical appliances shop",1,0,0,0,0,0
"Owner, doors and windows mfg company",1,0,0,0,0,0
"Owner, cotton cloth import business",1,0,1,0,0,0
"Owner, clothing shop",1,0,0,0,0,0
"Owner, camera shop",1,0,0,0,0,0
"Owner, business that rigs scaffolding on tall buildings",1,0,0,0,0,0
"Owner, art gallery",1,0,0,0,0,0
Owner same shop,1,0,1,0,0,0
Owner or a group of car washes,1,0,0,0,0,0
Owner of workshop making trekker gear,1,0,1,0,0,0
Owner of trekking and alpine guiding business,1,0,0,0,0,0
Owner of trees and flowers nursery,1,0,0,0,0,0
Owner of travel company,1,0,0,0,0,0
Owner of travel agency/outdoor adventure company,1,0,0,0,0,0
Owner of travel agency & alpine guide,1,0,0,0,0,0
Owner of trash collecting business,1,0,0,0,0,0
Owner of transportation company,1,0,0,0,0,0
Owner of training institute for executives,1,0,0,0,0,0
Owner of toy shop (Tokyo),1,0,0,0,0,0
Owner of tourist office,1,0,0,0,0,0
Owner of tourism business,1,0,0,0,0,0
Owner of three shops selling watches,1,0,1,0,0,0
Owner of textile manufacturing business,1,0,0,0,0,0
Owner of textile factory,1,0,0,0,0,0
Owner of textile business,1,0,0,0,0,0
Owner of supermarkets,1,0,1,0,0,0
Owner of store which he rents out,1,0,0,0,0,0
Owner of steel structures factory,1,0,0,0,0,0
Owner of steel furniture,1,0,0,0,0,0
Owner of sports-equipment factory,1,0,0,0,0,0
Owner of snowboarding company,1,0,1,0,0,0
Owner of small brewery,1,0,0,0,0,0
Owner of six carwashes,1,0,0,0,0,0
Owner of shops in several cities,1,0,0,0,0,0
Owner of shop selling rock-climbing shoes,1,0,1,0,0,0
Owner of shop selling outdoor gear,1,0,0,0,0,0
Owner of shop selling mountain sports equipment,1,0,0,0,0,0
Owner of shop selling audo/visual software,1,0,0,0,0,0
Owner of shop renting skis,1,0,0,0,0,0
Owner of several kinds of businesses,1,0,0,0,0,0
Owner of roofing insulation company,1,0,0,0,0,0
Owner of roofing business,1,0,0,0,0,0
Owner of retail store,1,0,0,0,0,0
Owner of retail paper products company,1,0,0,0,0,0
Owner of restaurant and coffee shop,1,0,0,0,0,0
Owner of poultry business,1,0,0,0,0,0
Owner of picture-frame manufacturing company,1,0,0,0,0,0
Owner of physiotheraphy clinic,1,0,0,0,0,0
Owner of packing company,1,0,1,0,0,0
Owner of outdoor-equipment store,1,0,0,0,0,0
Owner of outdoor sportswear store,1,0,1,0,0,0
Owner of outdoor sports and adventure company,1,0,1,0,0,0
Owner of outdoor pursuits center and of climbing school,1,0,1,0,0,0
Owner of outdoor equipment manufacturing company,1,0,0,0,0,0
Owner of outdoor equipment business,1,0,0,0,0,0
Owner of outdoor clothing and equipment store,1,0,0,0,0,0
Owner of outdoor clothing & equipment manufacturing business,1,0,1,0,0,0
Owner of outdoor adventure equipment shop & alpine guide,1,0,0,0,0,0
Owner of outdoor adventure company,1,0,0,0,0,0
Owner of numerous commercial & apartment buildings,1,0,1,0,0,0
Owner of music software sales company,1,0,1,0,0,0
Owner of music shop,1,0,0,0,0,0
Owner of mountaineering-gear shop,1,0,0,0,0,0
Owner of mountaineering equipment factory and shop,1,0,0,0,0,0
Owner of mountain guiding company,1,0,1,0,0,0
Owner of mortgage financing company,1,0,1,0,0,0
Owner of mineral  water company,1,0,1,0,0,0
Owner of metal plating company,1,0,1,0,0,0
Owner of meat wholesaling business,1,0,0,0,0,0
Owner of meat packing plant,1,0,0,0,0,0
Owner of manufacturing businesses,1,0,1,0,0,0
Owner of lumber business,1,0,1,0,0,0
Owner of liquor store (Takekuma Saketen),1,0,0,0,0,0
Owner of ladies boutique shop,1,0,0,0,0,0
Owner of internet company,1,0,1,0,0,0
Owner of international adventure company,1,0,0,0,0,0
Owner of indoor climbing gyms,1,0,0,0,0,0
Owner of importing & trading company,1,0,1,0,0,0
Owner of import-export company,1,0,0,0,0,0
Owner of import business,1,0,1,0,0,0
Owner of household appliances trading company,1,0,0,0,0,0
Owner of house construction company,1,0,0,0,0,0
Owner of home interiors renovation business,1,0,1,0,0,0
Owner of home heating company,1,0,0,0,0,0
Owner of guiding service company,1,0,0,0,0,0
Owner of group of firms,1,0,0,0,0,0
Owner of grocery shop,1,0,0,0,0,0
Owner of garment shops,1,0,0,0,0,0
Owner of gardening company,1,0,0,0,0,0
Owner of furniture factory,1,0,1,0,0,0
Owner of furniture and textiles production company,1,0,0,0,0,0
Owner of fresh vegetable distribution business,1,0,0,0,0,0
Owner of food processing factory,1,0,0,0,0,0
Owner of firm consulting on trading,1,0,0,0,0,0
Owner of finance company,1,0,0,0,0,0
Owner of fast-food restaurants,1,0,0,0,0,0
Owner of farm,1,0,0,0,0,0
Owner of export/import sports clothing business,1,0,0,0,0,0
Owner of electronics business,1,0,1,0,0,0
Owner of electronic parts manufacturing company,1,0,1,0,0,0
Owner of electronic equipment manufacturing company,1,0,0,0,0,0
Owner of electrical-appliances shop,1,0,0,0,0,0
Owner of electrical installation business,1,0,0,0,0,0
Owner of electrical company,1,0,0,0,0,0
Owner of dry cleaning business (with wife),1,0,1,0,0,0
Owner of dry cleaning business (with husband),1,0,1,0,0,0
Owner of distillery,1,0,1,0,0,0
Owner of construction design,1,0,0,0,0,0
Owner of construction company,1,0,0,0,0,0
Owner of computer programming business,1,0,0,0,0,0
Owner of company selling foodstuffs,1,0,0,0,0,0
Owner of company producing wooden frames,1,0,1,0,0,0
Owner of company producing climbing boots,1,0,0,0,0,0
Owner of company organizing treks and guide,1,0,0,0,0,0
